"Name","Average.User.Rating","User.Rating.Count","Price","Developer","Age.Rating","Languages","Size","Primary.Genre","Genres"
"8434","Lohko",4.06090464224309,3306.53127893136,0,"Disruptive Interactive Inc.","4+","EN",67603456,"Games","Games, Strategy, Puzzle, Entertainment"
"8435","Air hockey hero",4.06090464224309,3306.53127893136,2.99,"Raj Rani","4+","EN",102816768,"Games","Games, Sports, Strategy"
"8436","Pandemic Dominator - Board Game Assistant - Legacy",4.06090464224309,3306.53127893136,4.99,"RabidRogue LLC","4+","EN",14276608,"Games","Games, Strategy, Entertainment, Board"
"8437","Emoji IO",4.5,2312,0,"Linh Hoang Khanh","4+","CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",46528512,"Games","Games, Music, Entertainment, Strategy"
"8438","Little Arrow Shooting Games 3D",5,27,0,"mehrose fatima","4+","EN",124823552,"Games","Games, Adventure, Entertainment, Strategy"
"8439","Warhammer 40,000: Armageddon - Da Orks",4.06090464224309,3306.53127893136,14.99,"Slitherine","12+","EN",1315532800,"Games","Games, Board, Strategy"
"8440","Valhalla Hills",4.06090464224309,3306.53127893136,3.99,"Daedalic Entertainment GmbH","12+","EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, ZH",411909120,"Games","Games, Entertainment, Simulation, Strategy"
"8441","Crazy Burger Chef - Food Dash & Restaurant Cooking",4.06090464224309,3306.53127893136,0,"Sun Ning","4+","EN, JA",108662784,"Games","Games, Family, Strategy"
"8442","Bake Cake - Delicious Choice",5,6,0,"MTPHoldings LLC","4+","EN",83964928,"Games","Games, Entertainment, Puzzle, Strategy"
"8443","Jello Man",4.06090464224309,3306.53127893136,0,"Landon Beaver","4+","EN",20229120,"Games","Games, Adventure, Entertainment, Strategy"
"8444","Escape Maze \u2122",4.06090464224309,3306.53127893136,0,"Elnora English","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",29801472,"Games","Games, Strategy, Trivia, Entertainment"
"8445","Respeck on my Name",4,154,0,"Bruh Inc","4+","EN",33304576,"Games","Games, Strategy, Casual"
"8446","Crazy Pet Line Mania",4.06090464224309,3306.53127893136,0,"Dang Huu Hung","4+","EN, ZH",19111936,"Games","Games, Casual, Strategy, Entertainment"
"8447","Battle of Balls - Global",4,15,0,"Superpop Games","4+","EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR, UK, VI",156520448,"Games","Games, Action, Strategy"
"8448","Online Joker",4,15,0,"Ezeki Zibzibadze","4+","EN",35037184,"Games","Games, Strategy, Entertainment, Card"
"8449","Ninja Claiming Rock",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5361664,"Games","Games, Adventure, Entertainment, Strategy"
"8450","Drive All Cars - Traffic Sense",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5627904,"Games","Games, Entertainment, Strategy"
"8451","Block Stack Line Up:  A twist blocks unblock free games",4.06090464224309,3306.53127893136,0,"Md Solaiman","4+","EN",16289792,"Games","Games, Strategy, Puzzle"
"8452","Coin Swap",4.06090464224309,3306.53127893136,0,"Russell Thorman","4+","EN",14040064,"Games","Games, Education, Strategy, Puzzle"
"8453","Crazy Jacks - 2 Players",4,324,0,"Lind Apps IVS","4+","EN",97252352,"Games","Games, Entertainment, Strategy, Board"
"8454","Animal Sounds Quiz  2016: Kids games",4.06090464224309,3306.53127893136,0,"Chienfu Huang","4+","AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",70970368,"Games","Games, Trivia, Strategy, Entertainment"
"8455","Kullurz: Loops",4.06090464224309,3306.53127893136,0,"B and O Technologies","4+","EN",11969536,"Games","Games, Strategy, Board"
"8456","Hit Ball",4.06090464224309,3306.53127893136,0,"Donghwan Kim","4+","EN",44282880,"Games","Games, Strategy, Entertainment, Puzzle"
"8457","Merging Fruits",5,5,0,"Khang Le","4+","EN",34880512,"Games","Games, Adventure, Strategy"
"8458","CC BOT - TTCAN",4.06090464224309,3306.53127893136,0,"Jason Cowles","4+","EN",94170112,"Games","Games, Strategy, Entertainment, Casual"
"8459","Dragon X Sailor",4.5,7,0,"KIGLE Inc.","9+","EN, KO",44010496,"Games","Games, Action, Strategy"
"8460","\"Doodle Stickman Jump n Fall: Don't Crash Off The Line\"",4.06090464224309,3306.53127893136,0,"Amy Prizer","4+","EN",9491456,"Games","Games, Simulation, Strategy"
"8461","Goats or Tigers",4.06090464224309,3306.53127893136,0,"www.ajaxmediatech.com","9+","EN",407833600,"Games","Games, Strategy"
"8462","Mind Trex",5,23,0,"Chau Hoang","4+","EN",20628480,"Games","Games, Strategy, Puzzle"
"8463","Finding Apples",4.06090464224309,3306.53127893136,0,"Khang Le","4+","EN",20032512,"Games","Games, Strategy, Puzzle"
"8464","Ball Line",4.06090464224309,3306.53127893136,0,"Dang Huu Hung","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",27095040,"Games","Games, Strategy, Trivia, Entertainment"
"8465","Rise of the Kings",4.5,2692,0,"ONEMT LIMITED","12+","AR, NL, EN, FR, DE, ID, IT, JA, KO, PL, PT, RO, RU, ES, SV, TH, ZH, TR, VI",358742016,"Games","Games, Strategy, Role Playing, Entertainment"
"8466","Sherlocks Logic Puzzles p",4.06090464224309,3306.53127893136,0.99,"David Curran","12+","EN",18069504,"Games","Games, Puzzle, Entertainment, Strategy"
"8467","Penguin Run : Penguin games",4.06090464224309,3306.53127893136,0,"Chienfu Huang","4+","AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",98137088,"Games","Games, Entertainment, Adventure, Strategy"
"8468","Crazy Ball Shooter Rescue Mania",4.06090464224309,3306.53127893136,0,"Bui Hoang Binh","4+","EN",23846912,"Games","Games, Entertainment, Trivia, Strategy"
"8469","Fruit Brick Stack Equilibrium Game - The Diversion Of Physics Education",4.06090464224309,3306.53127893136,0,"Perachai Wongsinwises","4+","EN",12278784,"Games","Games, Puzzle, Entertainment, Strategy"
"8470","Robber Headshot - Bravo Killzone",4.06090464224309,3306.53127893136,0,"Serge Spijkstra","12+","EN",52722688,"Games","Games, Action, Entertainment, Strategy"
"8471","Dosun-Fuwari",4.06090464224309,3306.53127893136,0,"Yuki Fujimoto","4+","EN, JA",14886912,"Games","Games, Entertainment, Board, Strategy"
"8472","Dice Strategy",4.06090464224309,3306.53127893136,0,"Aleksandr Andryukhin","4+","EN",3869696,"Games","Games, Board, Strategy"
"8473","Think & Learn Code-a-pillar\u2122",4.5,27,0,"Fisher-Price","4+","EN, FR, PT, ES",86772736,"Education","Education, Games, Strategy, Puzzle"
"8474","Tower Defense : King Of The War",4.06090464224309,3306.53127893136,0,"Hicham Achbab","12+","EN",66183168,"Games","Games, Action, Entertainment, Strategy"
"8475","Woof Riders",4.06090464224309,3306.53127893136,0,"Matthew Gutierrez","9+","EN",69635072,"Games","Games, Action, Strategy"
"8476","Rings of Battle  - Real-Time Fantasy Battle",4.5,30,0,"Hitoshi Yasui","12+","EN",112969728,"Games","Games, Simulation, Strategy"
"8477","Tap Tap Gap",4.06090464224309,3306.53127893136,0,"Bindu Goel","4+","EN",8650752,"Games","Games, Entertainment, Casual, Strategy"
"8478","Puppet Football Cards Manager",4.06090464224309,3306.53127893136,0,"Jiri Bukovjan","9+","AR, CS, EN, FR, DE, HI, IT, PL, PT, RU, SK, ES, TR, UK",187970560,"Games","Games, Sports, Strategy, Sports"
"8479","Knights Domain",5,10,0,"Kingsolomons","9+","EN",172316672,"Games","Games, Board, Strategy"
"8480","Hip Hop Drop - Free Fun Game",4.06090464224309,3306.53127893136,0,"Asfia sultana","4+","EN",57270272,"Games","Games, Entertainment, Strategy, Casual"
"8481","Spikes and Slime Free",4.06090464224309,3306.53127893136,0,"Anthony Hindle","4+","EN",28636160,"Games","Games, Casual, Strategy, Education"
"8482","Maze Crazy Maze",4.06090464224309,3306.53127893136,0,"Dang Hien","4+","EN",29174784,"Games","Games, Strategy, Family"
"8483","Finding Treasure",4.06090464224309,3306.53127893136,0,"Dang Hien","4+","EN",28525568,"Games","Games, Strategy, Casual"
"8484","Puzz15",5,8,0,"Greg Hargest","4+","EN",25766912,"Games","Games, Puzzle, Strategy"
"8485","Kingdoms Mobile",4.5,458,0,"IGG.COM","9+","NL, EN, FR, DE, ID, IT, KO, PL, RU, ZH, ES, TH, ZH, TR, VI",251626496,"Games","Games, Entertainment, Strategy"
"8486","Defense of Tiny Kingdom",4.06090464224309,3306.53127893136,0,"Du Duong","9+","EN",41191424,"Games","Games, Casual, Strategy"
"8487","Ancient Battle: Successors",4.06090464224309,3306.53127893136,2.99,"HexWar Games Ltd","12+","EN",895151104,"Games","Games, Strategy, Simulation, Entertainment"
"8488","Super Tank 2016",4.06090464224309,3306.53127893136,0,"Trong Tran","9+","EN",108891136,"Games","Games, Simulation, Strategy, Entertainment"
"8489","Jewel Crush - Blast Diamond",4.5,27,0,"Yummy Nature - Casual Game of Star Crush","4+","CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, ZH, TR",100657152,"Games","Games, Puzzle, Strategy"
"8490","Army Defense 2018",4.06090464224309,3306.53127893136,0,"Quan Doan","9+","EN",36812800,"Games","Games, Entertainment, Strategy, Casual"
"8491","Space War",5,18,0,"Pablo Henrique Bertaco","4+","AR, EN, FR, DE, HI, IT, JA, KO, PT, RU, ZH, ES",73059328,"Games","Games, Entertainment, Role Playing, Strategy"
"8492","Electric Tower Defense",4.06090464224309,3306.53127893136,0,"Christian Bigham","9+","EN",162349056,"Games","Games, Strategy"
"8493","SAC Puzzles",4.06090464224309,3306.53127893136,0,"Metarove Pty Limited","4+","EN",24042496,"Games","Games, Strategy, Board"
"8494","Guess Celebrity",4.06090464224309,3306.53127893136,0,"Lei Li","4+","EN",14896128,"Games","Games, Strategy, Puzzle"
"8495","KES Wordz",4.06090464224309,3306.53127893136,0,"Armani Rouse","4+","EN, IT",16593920,"Games","Games, Word, Strategy, Entertainment"
"8496","Catch the pets!",4,285,0,"MOBILAPPS SOFTWARE LLC","4+","EN",40910848,"Games","Games, Strategy, Entertainment, Puzzle"
"8497","Amazing Candy Drop Mania",4.06090464224309,3306.53127893136,0,"Quang Huy Nguyen","4+","EN",23388160,"Games","Games, Casual, Strategy, Entertainment"
"8498","\"Editor's Choice\"",4.06090464224309,3306.53127893136,0,"AVishwanath Vishwanath","4+","EN",31441920,"Games","Games, Entertainment, Strategy, Action"
"8499","HexLogic - Doors",4.06090464224309,3306.53127893136,1.99,"GabySoft","4+","EN",21495808,"Games","Games, Puzzle, Strategy"
"8500","Carrot Defense HD",4.5,157,0,"Sea Star Entertainment CO., limited","12+","EN",143559680,"Games","Games, Strategy"
"8501","Outpost Defence",4.06090464224309,3306.53127893136,0,"Gary Collins","9+","EN",57705472,"Games","Games, Action, Strategy"
"8502","Paradise City Island Sim",4.5,672,0,"Sparkling Society","4+","EN",161323008,"Games","Games, Strategy, Simulation, Entertainment"
"8503","Sherlocks Logic Puzzles 2",4.06090464224309,3306.53127893136,0.99,"David Curran","12+","EN",14364672,"Games","Games, Education, Puzzle, Strategy"
"8504","3D Checkers Game",4.5,94,0,"A Trillion Games Ltd","12+","EN",10875904,"Games","Games, Board, Strategy"
"8505","Snakes Slithering In Square Box - The New Tetroid Puzzle Game",4.06090464224309,3306.53127893136,0,"Perachai Wongsinwises","4+","EN",12254208,"Games","Games, Entertainment, Puzzle, Strategy"
"8506","Knights Reforged",4,57,0,"Bluepaw Games, LLC.","9+","EN",31479808,"Games","Games, Strategy, Entertainment, Role Playing"
"8507","Break Color Tiles",4,258,0,"pengfei zheng","4+","EN",34129920,"Games","Games, Puzzle, Strategy"
"8508","Tank wars : Tank games for battle tank",4.06090464224309,3306.53127893136,0,"Chienfu Huang","12+","AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",141203456,"Games","Games, Strategy, Entertainment, Action"
"8509","Sneak-a-Boo!",4.06090464224309,3306.53127893136,0,"OTATAA","4+","DE",57255936,"Games","Games, Strategy, Family"
"8510","Origin - The Big Bang",4.5,53,0.99,"\u6dd8\u91d1\u4e92\u52a8","4+","EN, ZH",97755136,"Games","Games, Strategy, Simulation, Entertainment"
"8511","Crazy Jewels Deluxe Legend HD",4.06090464224309,3306.53127893136,0,"Tien Thanh Nguyen","4+","EN",70529024,"Games","Games, Casual, Entertainment, Strategy"
"8512","CatHero (Block Battle)",4.06090464224309,3306.53127893136,0,"wang zhu","4+","EN, ZH",49291264,"Games","Games, Entertainment, Board, Strategy"
"8513","\"Quest for King's underpants\"",4.06090464224309,3306.53127893136,0,"LagMac Studio","4+","EN, IT",21663744,"Games","Games, Strategy, Role Playing, Entertainment"
"8514","Planet of Heroes - MOBA 5v5",4.5,1255,0,"MY COM","9+","AR, EN, FR, DE, ID, IT, JA, KO, PL, PT, RU, ZH, ES, TL, TH, TR, VI",639970304,"Games","Games, Strategy, Action"
"8515","Nebulous: Tournament Edition",3.5,47,0,"Simplicial Software, LLC","17+","SQ, AR, BS, BG, CA, HR, CS, DA, NL, EN, ET, FI, FR, DE, HI, HU, ID, IT, JA, KO, LV, LT, MK, NN, PL, PT, RO, RU, SR, ZH, SK, ES, SV, ZH, TR",88013824,"Games","Games, Strategy, Action"
"8516","Fantacalcio Fanta Serie A",4.06090464224309,3306.53127893136,0,"DigitalFun","4+","EN",44429312,"Games","Games, Sports, Strategy, Sports"
"8517","Evolution Board Game",4.5,1475,0,"North Star Games","9+","EN",879397888,"Games","Games, Board, Strategy, Entertainment"
"8518","Garden Wars HD",4.06090464224309,3306.53127893136,0.99,"Morepork Games Limited","4+","ZH, EN, FR, DE, IT, JA, KO, PT, RU, ES",131989504,"Games","Games, Family, Strategy"
"8519","Raid Tactics",4.06090464224309,3306.53127893136,0,"Score Studios","12+","EN",192717824,"Games","Games, Strategy, Role Playing"
"8520","Brick Trick",4.06090464224309,3306.53127893136,0,"Abhishek Malpani","4+","EN",106307584,"Games","Games, Entertainment, Strategy, Puzzle"
"8521","Puzzles Amazing Jigsaw Birds Collection Pro",4.06090464224309,3306.53127893136,0,"Binex Solutions","4+","EN",104152064,"Games","Games, Entertainment, Puzzle, Strategy"
"8522","Squirrel Eat Nuts",4.06090464224309,3306.53127893136,0,"Michael Owens","4+","EN",131273728,"Games","Games, Puzzle, Entertainment, Strategy"
"8523","\"Let's Have a Thumb War!\"",5,14,0,"Synqer Ltd","4+","EN",61247488,"Games","Games, Strategy"
"8524","Plague Inc: Scenario Creator",4.5,458,2.99,"Ndemic Creations","12+","EN",150909952,"Utilities","Utilities, Games, Strategy, Simulation"
"8525","RISK: TV Edition",4.06090464224309,3306.53127893136,5.99,"SMG Studio","9+","EN",264847360,"Games","Games, Board, Strategy"
"8526","Crazy Candy Fruit Star Mania",4.06090464224309,3306.53127893136,0,"TRAN VAN LY","4+","EN",23007232,"Games","Games, Entertainment, Casual, Strategy"
"8527","Game of swords - Samurai style fight in the shadow for the red throne",4.06090464224309,3306.53127893136,0,"Binex Solutions","4+","EN",250842112,"Games","Games, Entertainment, Strategy, Casual"
"8528","\"Don't Stop App\"",5,5,0,"Daron Nay","4+","EN",19985408,"Games","Games, Strategy, Entertainment, Board"
"8529","TetroCrate 3D: Block Puzzle",4.5,45,0,"APPDEKO SIA","4+","EN",67060736,"Games","Games, Entertainment, Puzzle, Strategy"
"8530","Cats Empire",4.5,167,0,"Von Stierlitz Ltd.","4+","EN",136956928,"Games","Games, Strategy, Simulation, Entertainment"
"8531","One Of A Kind Defense",4.06090464224309,3306.53127893136,0.99,"Dung Nguyen","12+","EN",116553728,"Games","Games, Strategy"
"8532","\"Papa's Taco Mia HD\"",4.5,141,2.99,"Flipline Studios","4+","EN",64150528,"Games","Games, Strategy, Simulation"
"8533","Simply Bounce \u2022",4.06090464224309,3306.53127893136,0,"Elemet","4+","EN",39070720,"Games","Games, Entertainment, Strategy, Casual"
"8534","RollerCoaster Tycoon\xae Classic",4,3272,5.99,"Atari","4+","EN, FR, DE, IT, ES",425654272,"Games","Games, Strategy, Entertainment, Simulation"
"8535","RocketWars Defending Border",4.06090464224309,3306.53127893136,0.99,"JAMES VILLENEUVE","17+","EN",130790400,"Games","Games, Entertainment, Casual, Strategy"
"8536","Master Fresh",4.06090464224309,3306.53127893136,0,"wangcheng dong","4+","EN",226694144,"Games","Games, Strategy"
"8537","Bubble Shooter- Word Bubbles Pop Witch Land 2",4.5,41,0,"Chenli Yin","4+","EN, DE, ID, JA, ZH, ES, ZH",26128384,"Games","Games, Casual, Entertainment, Strategy"
"8538","Impossible Tower Stack",4.06090464224309,3306.53127893136,0,"Numatix, LLC","4+","EN",20895744,"Games","Games, Strategy, Entertainment, Casual"
"8539","Uncharted Wars: Oceans&Empires",4,982,0,"JOYCITY Corp","12+","EN, JA, KO, ZH, ZH",555299840,"Games","Games, Entertainment, Strategy, Simulation"
"8540","The Troopers: minions in arms",4.5,78,0,"Azur Interactive Games Limited","12+","EN, FR, DE, IT, PT, RU, ES",342877184,"Games","Games, Strategy, Role Playing"
"8541","Crush Fruit Blast Mania",4.06090464224309,3306.53127893136,0,"PHAM DUC THUAN","4+","EN",46956544,"Games","Games, Trivia, Entertainment, Strategy"
"8542","DAT-Angle",5,27,0.99,"Bao Tran","4+","EN",19252224,"Education","Education, Strategy, Games, Puzzle"
"8543","Mines - Clear a path to the top to win!",4.06090464224309,3306.53127893136,0,"Jordan Coff","4+","EN",69682176,"Games","Games, Strategy, Education, Puzzle"
"8544","Shoot Out - Free Addictive Ball Shooting Game",4.06090464224309,3306.53127893136,0,"Asfia sultana","4+","EN",49668096,"Games","Games, Entertainment, Strategy, Puzzle"
"8545","Space Ship Rider - Free Spaceship Shooting Game",4.06090464224309,3306.53127893136,0,"Asfia sultana","4+","EN",50655232,"Games","Games, Sports, Racing, Strategy"
"8546","Swap to Match - Free Match 3 Games For Kids",4.06090464224309,3306.53127893136,0,"Asfia sultana","4+","EN",48960512,"Games","Games, Puzzle, Strategy, Entertainment"
"8547","Revolution of everyone",4.06090464224309,3306.53127893136,1.99,"Dong hung Park","9+","EN, JA, KO",71329792,"Games","Games, Strategy, Role Playing"
"8548","Wild Fox Survival Simulator 3D",3,41,0,"Andrew Kudrin","9+","EN",107885568,"Games","Games, Strategy, Simulation"
"8549","Sea Shark Survival Simulator 3D Full",4.06090464224309,3306.53127893136,179.99,"Andrew Kudrin","9+","EN",110874624,"Games","Games, Strategy, Simulation"
"8550","Backgammon Ultimate",3,5,0,"G Soft Team","4+","EN, RO",71990272,"Games","Games, Strategy, Board"
"8551","Star Runner - Planet Race",4.06090464224309,3306.53127893136,0,"Hedge Your Bets LLC","4+","EN",98925568,"Games","Games, Casual, Strategy"
"8552","ZombieRoshambo",4.06090464224309,3306.53127893136,0,"Bill Mastin","12+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",59326464,"Games","Games, Strategy, Role Playing, Social Networking"
"8553","Shoot Bubble Royal Deluxe",4.06090464224309,3306.53127893136,0,"TRAN VAN LY","4+","EN, ZH",24616960,"Games","Games, Casual, Strategy, Entertainment"
"8554","Hungry Squares",4.06090464224309,3306.53127893136,0,"Hai Nguyen Huu Hiep","4+","EN",4641792,"Games","Games, Puzzle, Strategy, Education"
"8555","Fishes and Bubbles",4.06090464224309,3306.53127893136,0,"Web Solutis","4+","EN",127485952,"Games","Games, Strategy, Entertainment, Casual"
"8556","Monster High\u2122 Minis Mania",4.5,335,0,"Animoca Brands","4+","CA, DA, NL, EN, FR, DE, ID, IT, JA, KO, MS, PL, PT, RU, ZH, ES, SV, TH, ZH, TR",106994688,"Games","Games, Entertainment, Strategy, Trivia"
"8557","Yo Dots & Boxes",4.06090464224309,3306.53127893136,0,"Xportsoft Technologies pvt ltd.","4+","EN",13091840,"Games","Games, Strategy, Board"
"8558","Deer Simulator 2017",2.5,11,0,"Andrew Kudrin","9+","EN",97872896,"Games","Games, Strategy, Simulation"
"8559","Crazy Juice Fruit Revels",4.06090464224309,3306.53127893136,0,"TRAN VAN LY","4+","EN",20254720,"Games","Games, Strategy, Casual, Entertainment"
"8560","Turing\u2019s Machine Lite",4.06090464224309,3306.53127893136,0,"DBRG Ltd.","4+","EN",81629184,"Games","Games, Entertainment, Board, Strategy"
"8561","Age of Kings: Skyward Battle",4,456,0,"ELEX Wireless","4+","EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR",264181760,"Games","Games, Entertainment, Strategy, Role Playing"
"8562","PrinceNapped",4.5,39,0,"Ker-Chunk Games","12+","EN",354850816,"Games","Games, Entertainment, Puzzle, Strategy"
"8563","Football Soccer Score Goal",4.06090464224309,3306.53127893136,0,"Thao Nguyen","4+","EN",97628160,"Games","Games, Sports, Strategy"
"8564","Farmer - Life Simulator",4.06090464224309,3306.53127893136,0,"Barbara Ncgee","12+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",25398272,"Games","Games, Simulation, Strategy, Entertainment"
"8565","Pals Popping",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5242880,"Games","Games, Entertainment, Adventure, Strategy"
"8566","Extreme Atoms Puzzle",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5312512,"Games","Games, Puzzle, Strategy, Entertainment"
"8567","Turtle Twisty Goal",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5525504,"Games","Games, Entertainment, Adventure, Strategy"
"8568","Blocks Run Puzzle",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5320704,"Games","Games, Puzzle, Strategy, Entertainment"
"8569","Boom - Blocks Puzzle",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5386240,"Games","Games, Strategy, Puzzle, Entertainment"
"8570","Space Okto Kids Game",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5353472,"Games","Games, Entertainment, Strategy, Family"
"8571","\"Crap! I'm Broke: Out of Pocket\"",3.5,46,1.99,"Arcane Circus","12+","EN",52588544,"Games","Games, Action, Entertainment, Strategy"
"8572","Heart Calculation Step",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5292032,"Games","Games, Entertainment, Strategy, Adventure"
"8573","Save Life To Fall Them",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5136384,"Games","Games, Entertainment, Strategy, Action"
"8574","Match The Monster Blocks Puzzle",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5398528,"Games","Games, Strategy, Entertainment, Puzzle"
"8575","Match The Monster Blocks Puzzle",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5398528,"Games","Games, Strategy, Entertainment, Puzzle"
"8576","Blast The Blocks Match 3 Puzzle",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5349376,"Games","Games, Strategy, Puzzle, Entertainment"
"8577","Pick The Diamond Bunching Up",4.06090464224309,3306.53127893136,0,"Vikash Patel","4+","EN",5361664,"Games","Games, Strategy, Family, Entertainment"
"8578","Spell Hero - A Casual And Rogue Like Card Game",4.06090464224309,3306.53127893136,0.99,"Yi Zhu","9+","EN, ZH",109350912,"Games","Games, Role Playing, Strategy"
"8579","War of Points",4.06090464224309,3306.53127893136,0.99,"Daniel Biller","9+","EN",21663744,"Games","Games, Action, Strategy"
"8580","Amazing Jewels Star Legend",4.06090464224309,3306.53127893136,0,"TRAN HONG HANH","4+","EN",20897792,"Games","Games, Entertainment, Strategy, Casual"
"8581","Snake Slither Survival",4.06090464224309,3306.53127893136,0,"Netsummit Marketing, Inc.","4+","EN",19936256,"Games","Games, Simulation, Strategy"
"8582","Fruit Match Legend Deluxe",4.06090464224309,3306.53127893136,0,"Tien Thanh Nguyen","4+","EN",36311040,"Games","Games, Trivia, Entertainment, Strategy"
"8583","Snake Slither Survival Pro",4.06090464224309,3306.53127893136,2.99,"Netsummit Marketing, Inc.","4+","EN",19936256,"Games","Games, Strategy, Simulation"
"8584","Connect Fruits Legend",4.06090464224309,3306.53127893136,0,"Quang Huy Nguyen","4+","EN",20074496,"Games","Games, Entertainment, Strategy, Trivia"
"8585","Dobyvatel",4.06090464224309,3306.53127893136,0,"THX GAMES Zrt","4+","CS",114970624,"Games","Games, Strategy, Trivia"
"8586","Tower Lord",4.06090464224309,3306.53127893136,0,"Texas PFCG Aplicativos Ltda","4+","EN",47129600,"Games","Games, Puzzle, Strategy"
"8587","FlipPix Travel - Costa Rica",4.06090464224309,3306.53127893136,1.99,"GabySoft","4+","EN",28082176,"Games","Games, Strategy, Puzzle, Entertainment"
"8588","Shark Evolution | Clicker Game of the Deep Sea Mutants",5,3817,0,"Tapps Tecnologia da Informa\xe7\xe3o Ltda.","9+","EN",77291520,"Games","Games, Family, Entertainment, Strategy"
"8589","Rogue Knight: Infested Lands",4.5,13,3.99,"Luis Regueira","12+","EN",39915520,"Games","Games, Role Playing, Strategy"
"8590","Football Quiz - Best Football Player Quiz Pics Edition",4.06090464224309,3306.53127893136,0,"TRAN PHUONG","4+","EN",51263488,"Games","Games, Word, Strategy, Entertainment"
"8591","Basement House Escape",4.06090464224309,3306.53127893136,0,"Zongran Huang","4+","CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",27812864,"Games","Games, Entertainment, Strategy, Puzzle"
"8592","Troops Clash : Battle of War",4,62,0,"Bakumens Inc","9+","EN, ZH, ZH",120526848,"Games","Games, Action, Strategy, Entertainment"
"8593","Slither Worm Snake - Switch Eat Color Coin Dotz",4.06090464224309,3306.53127893136,0,"Away Advantage Solutions","4+","EN",15156224,"Games","Games, Strategy, Music, Casual"
"8594","SHARK WORLD -water battle game",4.5,10234,0,"Zia U","4+","EN",110984192,"Games","Games, Strategy, Role Playing, Entertainment"
"8595","Bricksman",4.06090464224309,3306.53127893136,0.99,"CRIPPT LLC","4+","EN",17946624,"Games","Games, Family, Strategy"
"8596","Conceptis Block-a-Pix",5,139,0,"Conceptis Ltd.","4+","EN, JA, ZH",14411776,"Games","Games, Strategy, Entertainment, Puzzle"
"8597","Might & Magic RPG",4.5,2355,0,"Ubisoft","9+","EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR",1232271360,"Games","Games, Role Playing, Strategy"
"8598","Box Stacker Game",4.06090464224309,3306.53127893136,0,"Michael Tran","4+","EN",6790144,"Games","Games, Entertainment, Puzzle, Strategy"
"8599","Emoji Maze fun labyrinth game for teens and adults",4.06090464224309,3306.53127893136,0,"Jianying Jia","4+","EN, ZH, ZH",11628544,"Games","Games, Puzzle, Entertainment, Strategy"
"8600","Wild Falcon Survival Simulator 3D",3,13,0,"Andrew Kudrin","9+","EN",109358080,"Games","Games, Strategy, Simulation"
"8601","Wild Falcon Survival Simulator 3D Full",4.06090464224309,3306.53127893136,179.99,"Andrew Kudrin","9+","EN",109358080,"Games","Games, Simulation, Strategy"
